text,manually_annotated_label
.@GoldFields_LTD CEO Chris Griffith on $GFI acquisition of $AUY: “So we'll see 2 companies put together that will not only create enormous amounts of value for the combined company but also is going to be progressive in terms of our ESG journey.”  https://t.co/AWCpXAuTU5,M&A | Investments
Activist investor Elliott has built stake over 9% in Pinterest: WSJ  https://t.co/Okod5g3TlU  https://t.co/8t5NMdHCX5,M&A | Investments
Media mogul Byron Allen is acquiring Black News Channel LLC out of bankruptcy for $11 million  https://t.co/FJtUPdMQ3B  https://t.co/kozbkJPBat,M&A | Investments
BlackRock’s $700 million purchase of a company that makes renewable natural gas from food waste and cow manure adds to momentum in the industry  https://t.co/eWFN2cnokL,M&A | Investments
"E-cigarette company NJOY has hired bankers to advise on a possible sale, while simultaneously exploring a new fundraising round, according to people familiar with the matter  https://t.co/YET384BEMB",M&A | Investments
NCR is in exclusive talks to be sold to private-equity firm Veritas Capital  https://t.co/vkDBDSzke8,M&A | Investments
Jefferies is selling Idaho Timber in two deals for a combined $239 million and plans to spin off oil-and-gas company Vitesse Energy by year-end  https://t.co/gNL8Ag0HAD,M&A | Investments
"Heard on the Street: Philip Morris, which makes Marlboro cigarettes, could be pushed to increase its bid for Swedish Match by activist investor Elliott  https://t.co/mSpnH4hQeY",M&A | Investments
"Merck deal for Seagen unlikely by earnings, people familiar with the matter say, adding talks still on track but upcoming data, arbitration slowed the timeline  https://t.co/YDQGgQPcY2",M&A | Investments
"Activist investor Elliott, which has built up a stake of over 9% in Pinterest, has been in discussions with social-media company, sources say  https://t.co/Go2CwxXhax",M&A | Investments
$ONEM (halted pre) Amazon $AMZN to Acquire One Medical (ONEM) for $18 Per Share   https://t.co/2hUejB4soA,M&A | Investments
Taiwan's Foxconn says is shareholder of troubled Chinese chip firm - Reuters   https://t.co/YDYvqPkVfd,M&A | Investments
$GSMG (halted pre) Glory Star Enters into a Definitive Agreement for Going-Private Transaction ($1.55/sh cash)   https://t.co/ONPTEEJcl5,M&A | Investments
$AMZN | Amazon To Buy Primary Health Care Provider One Medical For Roughly $3.9 Billion - CNBC   https://t.co/ocaLnNYeDn,M&A | Investments
Private-Equity Firm Veritas In Exclusive Talks To Buy NCR - WSJ   https://t.co/8nyMu0jGFw,M&A | Investments
$JEF | Jefferies Is Shedding Last Big Holdings From Conglomerate Leucadia National - WSJ   https://t.co/vdqBEBhlw9,M&A | Investments
Industry Dive To Sell To UK-Based Events Firm Informa - AXIOS    https://t.co/XdP9YTN1CZ,M&A | Investments
Deutsche Telekom Sale Of Radio Tower Division To North American Consortium likely Today - Handelsblatt   https://t.co/oS2FQV5Bn5,M&A | Investments
"Tesla says it's sold a significant chunk of its stake in #Bitcoin.  The conversion added $936 million of cash to its balance sheet, the company said  https://t.co/ALkg3Okvdf  https://t.co/4KzHf5Hjqo",M&A | Investments
"The billionaire founder of Zara, Amancio Ortega, has agreed to buy New York’s 19 Dutch apartment building for $500 million dollars  https://t.co/XC19y75hzK  https://t.co/D64lYovyuB",M&A | Investments
"Amancio Ortega, the billionaire founder of Zara, has agreed to buy New York’s 19 Dutch apartment building for $500 million dollars  https://t.co/9WcfeYjM1q  https://t.co/bSgRViOD1I",M&A | Investments
"$WELL - Welltower: Low Payer, High Debt, Merger Intrigue.  https://t.co/lwTZ19WgpP #investing #economy #business",M&A | Investments
$SWTX - Sizing Up SpringWorks Therapeutics.  https://t.co/JM21G7ejAR #stocks #investing #business,M&A | Investments
$PRGO - Perrigo: HRA Acquisition To Drive Significant Growth.  https://t.co/vv6z9a7cuz #trading #business #stockmarket,M&A | Investments
$ACTG - Acacia Research: Multiple Acquisitions On The Way.  https://t.co/xQnZDo3cqr #investing #stockmarket #markets,M&A | Investments
$SMM - SMM: Discount Elimination With Proposed Merger.  https://t.co/t1s7gbimyG #stockmarket #stocks #economy,M&A | Investments
$LHCG - LHC Group: UnitedHealth Merger Is Worth Playing.  https://t.co/g79r7pfkik #finance #stockmarket #business,M&A | Investments
$HDALF - Hot Pot Giant Haidilao To Spin Off International Business Without Raising A Penny.  https://t.co/ujOvzC2ahx #business #investing #stocks,M&A | Investments
$U - Unity: The ironSource Merger Is A Step In The Wrong Direction.  https://t.co/nKtNp9BpR0 #finance #stocks #business,M&A | Investments
$TWLO - Buy Twilio Hand Over Fist.  https://t.co/GZ6FkCEyMb #investing #stockmarket #business,M&A | Investments
$SRT - Startek: Near-Term Catalyst Could Finalize Take-Private Deal At $5.40.  https://t.co/FcEAEfH3hC #stockmarket #markets #investing,M&A | Investments
$ENRFF $EXTN - Exterran: Merger Spread Is Too Attractive To Ignore.  https://t.co/RxRg95gKM7 #economy #business #stocks,M&A | Investments
$AVGO - Broadcom Broadens Cloud Offerings With VMware Acquisition.  https://t.co/grd5CcmOzA #markets #finance #trading,M&A | Investments
$GNENF $GNENY - Ganfeng Gets Salty In Argentina With $1 Billion Lithium Purchase.  https://t.co/290uoahvmy #trading #finance #stockmarket,M&A | Investments
$TD - TD Bank: U.S. Buyout Likely.  https://t.co/RE69A7PLBZ #finance #stockmarket #economy,M&A | Investments
$U - Unity's Acquisition Spree.  https://t.co/3IBVCa36Fq #finance #investing #economy,M&A | Investments
"$BDX $BDXB - Becton, Dickinson and Company (BDX) to Acquire Parata Systems Presentation - Slideshow.  https://t.co/Fym8y4K2C4 #stockmarket #economy #stocks",M&A | Investments
$APPS - Digital Turbine: The Acquisition Of ironSource Provides A Key Insight.  https://t.co/QrSyqxjF8C #business #economy #markets,M&A | Investments
$CNVY - Convey Health: An Almost Certain Deal Close.  https://t.co/rFpG59LzUJ #finance #stocks #business,M&A | Investments
Twitter May Be Target For Non-Musk Deal.  https://t.co/FK9B6OkUBa #business #economy #markets,M&A | Investments
$SHLX - Shell Midstream Going Private Gives Investors A Low-Risk Opportunity.  https://t.co/3t71nILfSZ #markets #trading #stocks,M&A | Investments
$PPL - PPL Corporation: Strategic Acquisition To Drive Significant Growth.  https://t.co/FK3eFTb5sN #stockmarket #finance #trading,M&A | Investments
$USEA - United Maritime: Non-Dilutive Tanker Quartet Acquisition Is Good News But Concerns Remain.  https://t.co/X8ci1CpO2g #business #economy #stocks,M&A | Investments
"HSBC has agreed to sell its Russian unit to local lender Expobank, the latest international bank to exit the country following its invasion of Ukraine  https://t.co/JLP0eUbhdh",M&A | Investments
"Australia's Link Administration Holdings agreed to a new takeover offer by software firm Dye &amp; Durham, ending on-again, off-again talks with a recut deal worth $1.7 billion  https://t.co/YRezngycMj",M&A | Investments
"Amazon is buying primary-care company One Medical for $18 a share, the latest move by the e-commerce giant to enter the health-care market. The transaction is valued at about $3.9 billion  https://t.co/e7YLI7m2Dh",M&A | Investments
"Barclays has dropped off the planned Swiss listing of Chinese battery maker Ningbo Shanshan, joining other Western banks that previously worked on the landmark deal, sources say  https://t.co/JnEQ670GLW",M&A | Investments
Jersey-based Caledonia Mining agrees to buy one of Zimbabwe’s biggest gold mining projects  https://t.co/WR9tpzIPn3,M&A | Investments
"Multiple bidders emerge for NTUC's $2.9 billion portfolio of Singapore shopping malls, sources say    https://t.co/RIJtt4Mec6",M&A | Investments
Ares steps in amid a retreat by traditional banks and declining appetite from investors in leveraged loans and high-yield bonds  https://t.co/ikJD1CoE91,M&A | Investments
"Over 13 days, Bankman-Fried – SBF as his fans call him – struck deals with Bitvo, Voyager Digital, Embed Financial and BlockFi. And there may be more moves, such as a potential takeover of Robinhood (SBF has said there are no active negotiations)  https://t.co/J0hD906PCV  https://t.co/YxZrIg6rnd",M&A | Investments
Zurich-based Hitachi Energy is making an equity investment in Swedish fossil fuel-free steelmaker H2 Green Steel  https://t.co/CTPxXnjaYb,M&A | Investments
"Missfresh is weighing selling stakes in a unit that offers services to fresh produce sellers including business consultation and setting up online stores, sources say, as the struggling firm looks for a lifeline  https://t.co/BWR6WUs52n",M&A | Investments
"West Fraser says it hasn’t received a takeover proposal, throwing cold water on a report that CVC and a wood-products firm are making a bid for the Canadian lumber company  https://t.co/BaVA7yK6dL",M&A | Investments
Carlyle considers selling its $2 billion Sequa aircraft-parts business  https://t.co/nVdnFXVs6p,M&A | Investments
"NewAmsterdam Pharma, a biotechnology company that aims to treat metabolic diseases, is in talks to go public through a merger with blank-check firm Frazier Lifesciences  https://t.co/jZzbmVC6GW",M&A | Investments
Jefferies plans to shed two of the remaining pieces of Leucadia’s merchant-banking operation to focus on investment banking and simplify its corporate structure  https://t.co/Fh6E4IMSna,M&A | Investments
"With Suncor considering a sale of its Petro-Canada gas stations, the spotlight has turned on one logical buyer: Circle K owner Alimentation Couche-Tard  https://t.co/otO4fvwH8x",M&A | Investments
"Malcolm Gladwell's company, Pushkin Industries, is buying podcast producer Transmitter Media, marking its first corporate acquisition.  https://t.co/Rr9MLkqIfF",M&A | Investments
PKN Orlen predicts there’s a “big chance” it will garner enough support from shareholders this week to close the acquisition of its smaller local refining rival  https://t.co/bjSNsM7WDA,M&A | Investments
Meta Platform’s purchase of GIF search engine Giphy will be sent back to the UK antitrust regulator for a further review after a court found concerns in the agency’s investigation approach  https://t.co/UOGwrRiBQv,M&A | Investments
Hong Kong's Swire is buying Coca-Cola’s bottling operations in Vietnam and Cambodia for $1 billion  https://t.co/Z5YRtcbIga,M&A | Investments
Financial news and information business Euromoney agrees to sell itself to a private equity consortium for about £1.6 billion ($1.9 billion)  https://t.co/xuLdqWhAcJ,M&A | Investments
Vodafone New Zealand is selling its mobile-phone tower assets to investment firms for NZ$1.7 billion  https://t.co/NlyvFBergt,M&A | Investments
ANZ is nearing a deal to acquire Suncorp’s banking operations as it seeks to add customer growth  https://t.co/k4lEsFcxEh,M&A | Investments
I Squared weighs takeover of Fresh Del Monte Produce  https://t.co/IhlHbp7IF6,M&A | Investments
"Virgin Media O2 is in discussions to acquire TalkTalk Telecom, marking another round of telecom consolidation, sources say  https://t.co/UjLsLt5OEi",M&A | Investments
"Royal Bank of Canada is exploring strategic options for its European custody business including a potential sale, sources say  https://t.co/mP6slergU0",M&A | Investments
UK cinema chain Vue set to be taken over by group of lenders in a restructuring deal  https://t.co/QT1pYfgiro,M&A | Investments
"Genting Singapore, one of the city-state’s two casino operators, is attracting takeover interest as tourists start coming back to the Asian travel hub, sources said  https://t.co/aIscArKtby",M&A | Investments
"Buyout firm Actis appoints Citigroup to help with the sale of its BTE Renewables business in South Africa and is seeking a value close to $1 billion, sources say  https://t.co/UiBCxO96aL",M&A | Investments
"Amancio Ortega, the billionaire founder of the Zara retail chain, has agreed to buy New York’s Dutch 19 apartment building for about $500 million  https://t.co/4ZTkzm69JK",M&A | Investments
Deutsche Telekom agreed to sell a majority stake in its towers unit to Brookfield and DigitalBridge  https://t.co/fUsaR6cFqf,M&A | Investments
Investors are casting more doubt over the proposed C$20 billion takeover of Shaw after last week’s Rogers network failure draws increasing scrutiny from Canada’s industry watchdogs  https://t.co/QYUJqVw1Pk,M&A | Investments
"Groupe Touchette strikes a deal to acquire American Tire Distributors’ assets in Canada, a move that may roughly double its annual sales  https://t.co/y7upUOqPTH",M&A | Investments
Brookfield has teamed up with DigitalBridge Group on a last-minute bid for a stake in Deutsche Telekom AG’s $20 billion tower business  https://t.co/lSVyvMX3vB,M&A | Investments
"Walmart’s deal backing electric-vehicle startup Canoo has some strings, including a provision preventing sales to rival Amazon  https://t.co/JqTM2nrKJs",M&A | Investments
"Elon Musk wanted to buy Twitter for $44 billion fast. That put Twitter in a strong position to negotiate ""seller-friendly"" concessions, which are now coming back to haunt Musk   https://t.co/RZJaquJTd9",M&A | Investments
"Bridgetown Holdings, the US-listed blank-check company backed by billionaires Peter Thiel and Richard Li, is considering a potential merger with Singapore-based digital telecom services provider Circles. Life, sources say  https://t.co/DScCkzhY6Q",M&A | Investments
Morrison's planned takeover of UK convenience store McColl’s is being investigated by Britain’s competition watchdog  https://t.co/d8JRc5tFr6,M&A | Investments
A Shanghai-listed arm of Foxconn acquired a stake in China’s top chipmaker during its $9 billion bailout  https://t.co/2QyoV3FctI,M&A | Investments
Liquidators for the owner of Gieves &amp; Hawkes are formally kicking off a sale process this week for the Savile Row luxury tailor brand  https://t.co/Dppxy8eiau,M&A | Investments
"CBC Group is considering taking Hugel private, less than a year after a consortium it led agreed to buy a controlling stake in the cosmetic pharmaceutical firm, sources say  https://t.co/kSCs5Jpl2e",M&A | Investments
"Software firm Dye &amp; Durham is weighing walking away from pursing Australian data-services outfit Link Administration, sources say, potentially ending a deal that was once worth $2.5 billion  https://t.co/4UTBGQd51e",M&A | Investments
Spark New Zealand is selling a majority stake in its mobile-phone tower assets to a Canadian pension giant in a $550 million deal  https://t.co/oPu67gLYk4,M&A | Investments
"Falcon’s Beyond, a company that develops entertainment experiences, agreed to go public through a merger with blank-check firm Fast Acquisition  https://t.co/3UPsccSXHE",M&A | Investments
"Joffre Capital, a tech-focused buyout firm started by Chinese dealmakers, is seeking financing to fund a potential bid for control of $5 billion mobile game developer Playtika  https://t.co/A5hsMM9xK8",M&A | Investments
"Sephora, the cosmetics retailer owned by LVMH, agreed to sell its Russian subsidiary, making it the latest brand to pull out of the country  https://t.co/7oolFZ3cBo",M&A | Investments
"Thailand's CP Group and Reliance Industries are among suitors for German retailer Metro's wholesale operations in India, sources say  https://t.co/Qct79LzvB5",M&A | Investments
Caledonia Mining agrees to buy one of Zimbabwe’s biggest gold mining projects as it seeks to expand in the southern African country  https://t.co/Wxo3V0nhKN,M&A | Investments
Polymetal plans to sell its Russian assets in an effort to shield its remaining business from sanctions  https://t.co/pIzTuneUrh,M&A | Investments
Tyson Foods is expanding chicken production in the growing Middle Eastern market with a $70 million deal to acquire a stake in Saudi Arabia’s Tanmiah Food  https://t.co/q8OwsxGMB4,M&A | Investments
"Amazon is buying primary-care company One Medical for $18 a share, the latest move by the e-commerce giant to enter the health-care market. The transaction is valued at about $3.9 billion  https://t.co/KArPzGKWsm",M&A | Investments
"Missfresh is weighing selling stakes in a unit that offers services to fresh produce sellers including business consultation and setting up online stores, sources say, as the struggling firm looks for a lifeline  https://t.co/4degUlmIkw",M&A | Investments
"West Fraser says it hasn’t received a takeover proposal, throwing cold water on a report that CVC and a wood-products firm are making a bid for the Canadian lumber company  https://t.co/kSdNJlzOLp",M&A | Investments
